"understory_deciduous","understory_evergreen","overstory_deciduous","overstory_evergreen","decifrac_pole_deciduous","decifrac_pole_evergreen","decifrac_adult_deciduous","decifrac_adult_evergreen"
-17.7629839568513,-18.84151396333,-0.0922119551838851,-8.32863301007408,-6.10264097424089,2.74459961596843,17.6739345819463,8.34434000322128
-20.4459725837869,-22.2203822521343,-17.1372002496129,-18.7626820292118,16.6575385021302,1.27149015683962,12.1308281488414,-0.209638463299006
